Algorithm,SAT clauses,Number of variables,Number of clauses,Quantum annealing iterations,Annealing access time,Circuit search iterations,Problem solutions,Total iterations,Number of states superposed,Number of neighbours,Number of variables annealing,Variables,Mean distance,Standar deviation distance,Number of ancilla qubits,Number of states,Initial state,Grover full states,Grover full solutions,Grover full iterations,Solution obtained,Seed,Example,Annealing solution,Mean distance from annealing solutions,Distance calculated from annealing solution,Minimum distance from annealing solution,Minimum states from annealing solution,Minimum distance from 0 solution,Minimum states from 0 solution,id
Adiabatic + circuit search,"[[9, -11, 14], [-2, -7, -9], [12, -13, 14], [-4, -9, 10], [-2, -5, -13], [-6, 11, 14], [4, -10, -14], [7, 10, 11], [3, 5, 8], [1, -9, 14], [6, -12, -14], [-1, -5, 6], [-2, -7, -13], [-3, -12, 14], [1, -3, 8], [5, 11, -12], [-3, 13, 14], [-8, 12, -13], [-1, -9, -12], [2, 3, 7], [1, 2, 4], [3, -10, 13], [4, 7, 14], [-2, 7, -9], [2, 7, -12], [8, -10, -14], [2, -5, 7], [2, -3, 14], [-2, -10, -12], [2, 4, 9], [-7, -8, -10], [-4, -5, 10], [-11, -12, -13], [-3, 9, -11], [-5, -6, 13], [6, 7, 10], [1, 4, 8], [2, 5, -10], [6, 13, -14], [12, -13, -14], [1, -12, 13], [1, 7, -12], [6, -8, 12], [-3, 4, -12], [3, -6, -9], [2, -4, -14], [-5, 6, 13], [7, -8, -9], [-1, 10, 13], [-2, -5, -14], [-7, -9, 12], [3, 9, 13], [6, 7, -8], [2, -9, -10], [5, -11, -13], [10, 13, -14], [10, -12, -13], [-4, 12, 13], [8, -9, 11], [1, 10, 11]]",14,60,0,49529.95,99,"[{1: False, -1: True, 2: False, -2: True, 3: False, -3: True, 4: True, -4: False, 5: True, -5: False, 6: False, -6: True, 7: True, -7: False, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False, 11: False, -11: True, 12: True, -12: False, 13: True, -13: False, 14: False, -14: True}]",99,15914,10,39,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_13, y_10_14, y_12_13, y_1_10, y_1_12, y_1_4, y_1_5, y_1_9, y_2_10, y_2_4, y_2_5, y_2_7, y_3_14, y_3_4, y_3_8, y_3_9, y_4_10, y_4_14, y_5_11, y_6_14, y_6_8, y_7_10, y_7_12, y_7_8, y_9_11]",5.314285714285714,2.2461919221786246,4.0,15914,10111010101111,16384,1,100,0,stochastic,3_sat_14_variables_4.3_density_example_2,10111010101111,5.314285714285714,6,10,['01101001011000'],6,['01101001011000'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_2
Adiabatic + circuit search,"[[-2, 11, 14], [4, 5, -7], [3, 10, -12], [1, -13, 14], [-2, -6, -13], [7, -8, 13], [2, 10, 14], [-5, -9, 11], [1, -4, -9], [2, 7, -8], [-2, -13, 14], [-5, -8, 9], [3, -13, 14], [7, 9, 14], [-11, 12, 13], [-1, 3, 5], [-2, 3, 14], [1, -7, 9], [-11, -12, -14], [-4, 9, 12], [-4, 8, 10], [-5, -12, 13], [-8, 11, 14], [3, -5, -12], [3, -4, 7], [1, 5, -12], [7, -10, 11], [4, 6, 13], [-4, -10, -12], [-3, -6, 10], [-1, 8, -13], [-7, -12, -14], [2, -6, 11], [3, -11, 12], [1, -9, -14], [2, 4, 12], [-6, -8, -11], [-4, -6, -7], [3, 11, -13], [3, 5, -14], [-9, -10, 14], [10, -11, -14], [-6, -7, -12], [-1, 4, 10], [-5, -6, 7], [-5, -9, 10], [-3, 4, -13], [4, -5, 10], [2, -4, -10], [-5, 11, -14], [3, -6, -10], [4, 5, -10], [-1, 7, -12], [-9, -11, 12], [3, 7, 8], [1, -3, 9], [11, -13, 14], [-1, -3, 12], [-3, -8, -9], [4, 6, 8]]",14,60,0,48537.39,78,"[{1: True, -1: False, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: False, -5: True, 6: False, -6: True, 7: True, -7: False, 8: True, -8: False, 9: False, -9: True, 10: False, -10: True, 11: True, -11: False, 12: True, -12: False, 13: False, -13: True, 14: False, -14: True}]",78,9908,7,38,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_11, y_11_12, y_11_14, y_13_14, y_1_8, y_1_9, y_2_14, y_2_6, y_3_10, y_3_12, y_3_13, y_3_5, y_3_8, y_4_10, y_4_12, y_4_6, y_4_7, y_5_12, y_5_9, y_6_7, y_6_8, y_7_12, y_7_8, y_9_14]",6.942857142857143,1.6967591451466102,4.0,9908,00110011001101,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_3,00110011001101,6.942857142857143,7,1,['00110011001111'],8,['00110011001111'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_3
Adiabatic + circuit search,"[[2, -8, -9], [3, -6, 14], [5, 9, 13], [1, -6, -14], [-1, -6, -7], [-1, 5, -12], [6, -10, -14], [6, -7, -12], [-6, -7, 11], [1, 7, 10], [-4, -6, 14], [7, -8, 13], [-1, 8, 10], [2, 5, 14], [-6, 8, 9], [-2, 13, 14], [-3, 6, -8], [5, 10, 12], [7, 12, -14], [-1, -7, 8], [2, 7, 9], [2, 3, -9], [-3, 10, 11], [-3, 6, 7], [-3, -5, -13], [2, 4, -12], [-3, -9, 12], [2, 3, -12], [5, -6, -14], [-3, 6, 12], [4, 8, 14], [6, 8, -11], [-2, -4, -12], [6, -7, 11], [4, -11, 12], [-2, -8, 14], [-3, 8, 13], [2, -4, 6], [9, -12, 13], [1, -2, -12], [5, 7, 12], [5, -8, -10], [-10, -11, -12], [-5, -12, 13], [3, 4, 9], [-7, 12, 13], [-1, 8, 12], [3, -6, -14], [1, -3, -12], [-1, 9, -13], [2, 3, 4], [5, 12, 14], [-2, -7, -9], [-1, -4, 11], [1, 4, -9], [-5, 10, 11], [-6, 10, -12], [-5, 8, -13], [-9, -10, 14], [1, -2, 10]]",14,60,0,47538.23,63,"[{1: True, -1: False, 2: True, -2: False, 3: False, -3: True, 4: False, -4: True, 5: True, -5: False, 6: False, -6: True, 7: False, -7: True, 8: True, -8: False, 9: True, -9: False, 10: False, -10: True, 11: True, -11: False, 12: True, -12: False, 13: True, -13: False, 14: True, -14: False}]",63,6476,6,37,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_11, y_10_14, y_1_10, y_1_12, y_1_4, y_1_7, y_2_14, y_2_4, y_2_8, y_3_12, y_3_6, y_3_9, y_4_11, y_4_8, y_5_10, y_5_12, y_5_13, y_6_10, y_6_14, y_6_8, y_7_12, y_8_13, y_9_13]",5.914285714285715,1.5218299466611314,4.0,6476,01010111011001,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_4,01010111011001,5.914285714285715,6,5,['11110110010011'],9,['11110110010011'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_4
Adiabatic + circuit search,"[[2, 8, 10], [1, 6, 11], [-1, 4, 10], [-2, 7, -11], [3, 7, 13], [6, 11, -13], [-6, 9, 14], [-2, -6, 14], [-8, -13, 14], [-3, -5, -9], [5, -10, -13], [3, -8, -9], [-6, 7, -9], [-2, 5, 13], [-9, 10, 11], [6, 11, 12], [4, -6, -12], [6, -7, 9], [-9, -10, -14], [1, 5, 10], [1, -11, 14], [-3, 11, 13], [-4, 7, 9], [-5, 12, -14], [4, 12, 13], [-5, -9, 10], [-1, 5, -6], [-5, 9, -10], [-8, 13, -14], [5, -8, 11], [-5, -10, -12], [2, 9, 11], [11, -12, -14], [10, 12, 13], [3, -4, 14], [12, -13, 14], [-3, -10, -14], [1, 11, 13], [1, 3, 11], [-7, 8, 10], [2, 3, -7], [-5, 7, -14], [2, -3, 8], [1, -3, 7], [2, -8, -11], [1, -3, 9], [-1, -8, 9], [-3, -5, -11], [-3, 12, 14], [1, -6, -13], [3, -10, 12], [-8, -9, -10], [2, -5, -14], [2, 7, 13], [-2, -3, 12], [-6, -7, 13], [2, -10, -12], [2, -5, -6], [3, 5, -14], [-1, 3, -10]]",14,60,0,49537.95,63,"[{1: True, -1: False, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: False, -5: True, 6: False, -6: True, 7: True, -7: False, 8: True, -8: False, 9: True, -9: False, 10: False, -10: True, 11: True, -11: False, 12: True, -12: False, 13: True, -13: False, 14: True, -14: False}]",63,6476,6,39,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_12, y_12_13, y_12_14, y_13_14, y_1_10, y_1_11, y_1_3, y_1_6, y_2_11, y_2_3, y_2_5, y_3_11, y_3_14, y_3_5, y_4_6, y_4_7, y_5_10, y_5_14, y_5_8, y_6_11, y_6_14, y_7_13, y_8_10, y_8_9, y_9_10]",5.181818181818182,1.7039392861569602,4.0,6476,00111101001111,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_5,00111101001111,5.181818181818182,6,4,['11110111001111'],11,['11110111001111'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_5
Adiabatic + circuit search,"[[-1, -4, 12], [-5, -10, -14], [-5, 9, 11], [6, -9, -11], [2, -7, -13], [-3, 4, 10], [4, 8, 9], [-6, -8, 10], [7, 9, -14], [-5, -6, 14], [4, -9, 12], [1, -11, 13], [7, -10, 13], [-2, 11, -12], [6, 7, -9], [-3, 9, -12], [-1, -8, -10], [-2, 3, -14], [5, -10, 11], [1, 3, 11], [7, -11, -13], [2, -11, -13], [-2, -3, -7], [6, -8, 13], [1, 2, -8], [2, -9, -11], [-1, 12, 14], [1, 3, 4], [-1, 5, -6], [3, 11, 12], [-1, 10, 12], [-1, -3, -9], [9, 12, -13], [2, 6, -11], [3, 8, -11], [-9, -10, -14], [-2, -4, 14], [-6, -9, -14], [7, -10, -13], [-9, -11, 13], [2, -11, -12], [1, 8, -12], [-3, -4, 5], [-1, 5, -8], [-1, -5, -12], [2, -7, -8], [-4, 5, -7], [6, 10, 12], [-1, -4, -13], [-2, 5, 8], [-7, 12, -14], [3, -5, 8], [6, 12, -13], [-6, 7, 11], [5, 6, 8], [-3, -8, -11], [3, -5, -12], [-2, -3, -12], [1, 3, 12], [-1, 11, -12]]",14,60,0,49559.95,78,"[{1: False, -1: True, 2: False, -2: True, 3: True, -3: False, 4: True, -4: False, 5: True, -5: False, 6: False, -6: True, 7: True, -7: False, 8: False, -8: True, 9: True, -9: False, 10: True, -10: False, 11: False, -11: True, 12: False, -12: True, 13: False, -13: True, 14: False, -14: True}]",78,9908,7,39,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_11_13, y_1_12, y_1_3, y_1_4, y_1_8, y_2_11, y_2_14, y_2_3, y_2_7, y_3_11, y_3_12, y_3_4, y_4_5, y_4_9, y_5_10, y_5_6, y_5_8, y_6_11, y_6_12, y_6_8, y_6_9, y_7_12, y_9_11, y_9_12, y_9_14]",6.371428571428571,2.0159031589385656,4.0,9908,11100101011100,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_6,11100101011100,6.371428571428571,7,4,['00001101011100'],6,['00001101011100'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_6
Adiabatic + circuit search,"[[2, 3, -14], [-2, -5, 9], [-10, -13, 14], [4, -6, 8], [-7, 10, -13], [3, -6, 12], [8, -9, -10], [2, 8, 11], [2, -4, 8], [-3, 5, -7], [-7, -8, -13], [2, -8, -11], [2, -3, -11], [-2, -10, 14], [7, 8, 14], [5, -7, 14], [-1, 10, 13], [1, 9, -11], [-6, -12, -14], [4, -10, 14], [-4, -7, -14], [-2, 6, 11], [-7, -9, 12], [-8, 10, 14], [-4, 7, 14], [5, -9, -11], [2, -6, 12], [-2, -3, 11], [-3, -7, 8], [-7, 9, -12], [-4, 9, 12], [-3, -6, 12], [3, 6, 12], [1, 8, -14], [-6, 12, -14], [6, -8, -9], [2, 5, 11], [-3, -11, -14], [-3, 11, -14], [-6, -11, -12], [-6, -11, 14], [1, 2, -9], [-8, -12, -14], [-7, 9, 14], [-9, -10, -12], [5, -10, -13], [5, 11, 14], [3, 8, -9], [-2, -5, -14], [-4, -11, -14], [-4, 7, -9], [-3, -6, -11], [-1, -8, 10], [1, 2, -10], [-7, 8, 10], [-4, 8, 11], [6, -8, -10], [1, -3, 7], [4, 9, -13], [10, 13, 14]]",14,60,0,44557.55,89,"[{1: True, -1: False, 2: True, -2: False, 3: False, -3: True, 4: False, -4: True, 5: False, -5: True, 6: False, -6: True, 7: False, -7: True, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False, 11: True, -11: False, 12: True, -12: False, 13: False, -13: True, 14: True, -14: False}]",89,12911,8,34,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_13, y_10_14, y_1_10, y_1_9, y_2_11, y_2_14, y_2_5, y_3_7, y_4_11, y_4_8, y_4_9, y_5_11, y_6_11, y_6_12, y_7_14, y_7_8, y_8_10, y_8_14, y_8_9, y_9_12]",7.515151515151516,2.0481884087104287,4.0,12911,01100110100010,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_7,01100110100010,7.515151515151516,8,8,['10111000000011'],6,['10111000000011'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_7
Adiabatic + circuit search,"[[-2, -11, -14], [-6, -9, -13], [-1, 10, 13], [3, 7, -10], [3, -8, -12], [1, 11, 14], [-1, 10, 11], [8, 9, -14], [4, 7, -14], [-6, 8, 9], [-8, 11, 14], [-1, 12, 14], [1, -8, -13], [-1, 4, 6], [6, 12, -14], [3, 5, -7], [-5, 9, -12], [7, 8, 13], [-1, 11, -12], [2, 3, 9], [-2, 8, 14], [6, -9, -14], [-3, 4, 12], [-9, 10, -12], [-1, 9, 14], [2, -5, -11], [3, 9, -10], [-2, -4, -11], [-3, 6, 11], [-3, 6, 10], [2, -4, -6], [-7, -10, -14], [-2, -10, 14], [6, 12, 13], [4, -11, 14], [3, 8, -9], [-2, -5, -6], [-4, -8, 9], [-7, 8, -13], [-9, 12, 13], [-1, -6, -14], [-1, 7, 14], [-7, 9, -10], [-4, -7, -8], [4, -7, 13], [-4, 7, -13], [-6, -11, -14], [-4, -7, 14], [4, 11, 14], [-3, -5, -14], [-4, 5, -7], [-3, 10, 14], [-8, 12, 13], [1, 2, -12], [3, 10, -12], [7, 10, -14], [2, -8, 11], [-3, -4, -11], [-3, -7, -14], [-3, -4, 12]]",14,60,0,47539.23,63,"[{1: False, -1: True, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: False, -5: True, 6: True, -6: False, 7: False, -7: True, 8: True, -8: False, 9: True, -9: False, 10: True, -10: False, 11: False, -11: True, 12: True, -12: False, 13: False, -13: True, 14: True, -14: False}]",63,6476,6,37,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_11_14, y_12_13, y_1_10, y_1_11, y_1_12, y_1_14, y_1_4, y_2_11, y_2_14, y_2_6, y_3_10, y_3_11, y_3_14, y_3_7, y_3_8, y_3_9, y_4_7, y_6_14, y_6_9, y_7_10, y_8_13, y_8_9, y_9_12]",5.235294117647059,2.2164512111660617,4.0,6476,10101010100110,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_8,10101010100110,5.235294117647059,6,2,['10101110101110'],9,['10101110101110'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_8
Adiabatic + circuit search,"[[5, -11, -13], [-3, -9, 14], [-3, -5, -14], [4, 6, -11], [-5, 9, 12], [2, 9, 10], [5, 7, 10], [-1, -12, -13], [-3, -10, -13], [-6, 7, -14], [2, -7, 11], [4, -5, 7], [7, -9, -13], [7, 9, -14], [4, -12, 14], [5, 6, -8], [-10, 11, 14], [-1, -6, -8], [-7, -12, 13], [-1, 12, -13], [-1, 8, -11], [-6, -12, 13], [-1, 6, 10], [-2, -6, 8], [5, -8, -13], [-2, -8, -13], [5, 9, 14], [-6, 10, -14], [4, 10, -12], [7, -10, 13], [-4, 8, -10], [-4, 5, 8], [4, -7, -9], [3, 7, -13], [3, 6, 7], [-2, 8, 10], [-6, 9, 14], [4, 5, -11], [-6, -8, 13], [6, -8, -12], [3, -6, 14], [-3, -6, -7], [3, -9, -12], [10, -11, 13], [-7, -10, 11], [-2, -3, -10], [-2, 7, 8], [5, -11, 12], [-1, -7, -9], [5, -13, -14], [6, -9, 13], [-4, 10, -11], [2, -4, 6], [-5, -9, -12], [-2, -11, -14], [6, -13, 14], [1, 5, 11], [-1, 6, 13], [-4, 7, -9], [2, 3, -8]]",14,60,0,47558.03,78,"[{1: False, -1: True, 2: False, -2: True, 3: False, -3: True, 4: False, -4: True, 5: True, -5: False, 6: True, -6: False, 7: True, -7: False, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False, 11: True, -11: False, 12: True, -12: False, 13: True, -13: False, 14: True, -14: False}]",78,9908,7,37,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_11, y_10_13, y_1_6, y_1_8, y_2_10, y_2_11, y_2_4, y_2_8, y_3_5, y_4_10, y_4_11, y_4_12, y_4_5, y_5_11, y_5_13, y_6_13, y_6_14, y_6_8, y_7_10, y_7_13, y_7_9, y_9_12, y_9_14]",6.117647058823529,1.3874918701886407,4.0,9908,10000001010010,16384,1,100,1,stochastic,3_sat_14_variables_4.3_density_example_9,10000001010010,6.117647058823529,7,6,['11111001110000'],8,['11111001110000'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.3_density_example_9
Adiabatic + circuit search,"[[-3, -4, -13], [-6, -7, -10], [2, 3, 5], [2, -6, 11], [-4, 8, -11], [-3, 4, 9], [-2, -13, -14], [-2, -4, -5], [3, -4, -9], [6, -7, 8], [1, 5, 7], [4, -11, -14], [-6, 7, 9], [4, -5, -7], [4, 10, -11], [-8, -9, -10], [-4, -13, 14], [1, 5, -9], [5, -8, 11], [1, 8, 11], [-2, 11, -12], [5, -6, -14], [-7, -11, -13], [2, 3, 4], [-3, 10, 11], [3, 6, 7], [-1, 2, 10], [2, 4, 13], [3, 5, 12], [-6, 7, 8], [-4, 5, -11], [-4, -11, 12], [10, 11, 14], [-1, 5, 14], [-1, 6, 7], [3, -6, 9], [-1, -7, -8], [1, -10, -12], [-10, 11, -14], [-2, 9, 10], [-3, 7, 11], [1, 2, 13], [10, -11, -14], [-1, -8, 10], [-5, -7, -11], [7, -12, -14], [-2, 7, -12], [-1, -4, 13], [-6, -7, 12], [-4, -6, 11], [4, -6, -10], [1, -4, -14], [8, 11, 14], [-3, 5, -13], [5, 12, -13], [6, 7, 9], [3, 9, -13], [-8, 9, -14], [6, -7, 9], [-4, 7, 11], [-5, 6, 9], [5, 10, 13], [-3, 4, -5]]",14,63,0,47551.83,78,"[{1: False, -1: True, 2: True, -2: False, 3: False, -3: True, 4: False, -4: True, 5: True, -5: False, 6: True, -6: False, 7: False, -7: True, 8: True, -8: False, 9: True, -9: False, 10: False, -10: True, 11: False, -11: True, 12: False, -12: True, 13: False, -13: True, 14: True, -14: False}]",78,9908,7,37,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_11, y_1_10, y_1_5, y_1_7, y_2_11, y_2_13, y_2_3, y_2_9, y_3_13, y_3_5, y_4_11, y_4_13, y_4_14, y_4_5, y_4_6, y_5_13, y_5_6, y_6_7, y_6_9, y_7_11, y_7_12, y_8_11, y_8_9]",6.470588235294118,1.9106605888849026,4.0,9908,10000110110011,16384,1,100,1,stochastic,3_sat_14_variables_4.55_density_example_0,10000110110011,6.470588235294118,7,1,['10000110110010'],6,['10000110110010'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.55_density_example_0
Adiabatic + circuit search,"[[-2, -8, 11], [5, 11, -13], [3, -10, -13], [-11, 13, 14], [12, 13, 14], [3, -8, -13], [-7, 13, 14], [-4, 6, -12], [-9, 11, 14], [3, 9, -14], [-2, 12, 14], [5, -8, 12], [-1, -4, -8], [-3, -12, -14], [10, 11, -12], [2, -6, -10], [2, 8, -11], [1, -9, 13], [-3, -10, 13], [2, -5, 14], [3, -5, 7], [-1, 2, 4], [6, -7, 13], [2, 3, 8], [8, 9, 10], [3, 8, 14], [-2, -8, 12], [-2, 4, 9], [-8, -11, -14], [-10, 11, 12], [-5, 10, 13], [-9, 13, -14], [-5, -8, -9], [-8, 11, 12], [-3, 6, -14], [-2, -10, -11], [1, -6, 9], [-1, -5, -7], [1, -2, 14], [-2, 4, 14], [-5, -8, -13], [-1, -4, -10], [-1, 11, 13], [-3, 5, -10], [-1, 3, 10], [1, 3, -7], [8, 10, -11], [-1, 6, -7], [3, 4, -14], [-1, 4, -13], [1, -2, -13], [-3, -5, 7], [1, 2, -11], [5, 10, -12], [4, 6, 8], [1, -5, 13], [3, -6, -13], [9, 10, 11], [1, 2, 14], [2, -7, 13], [4, 5, 8], [4, 8, -13], [8, 9, -14]]",14,63,0,48552.59,63,"[{1: False, -1: True, 2: False, -2: True, 3: True, -3: False, 4: True, -4: False, 5: True, -5: False, 6: True, -6: False, 7: True, -7: False, 8: False, -8: True, 9: True, -9: False, 10: False, -10: True, 11: False, -11: True, 12: False, -12: True, 13: True, -13: False, 14: True, -14: False}]",63,6476,6,38,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_11, y_13_14, y_1_13, y_1_2, y_1_4, y_1_6, y_1_7, y_2_10, y_2_14, y_2_4, y_3_10, y_3_13, y_3_14, y_3_8, y_4_6, y_4_8, y_5_10, y_5_13, y_5_8, y_7_13, y_8_11, y_8_12, y_8_9, y_9_14]",5.166666666666667,1.8283482006601322,4.0,6476,11000101111100,16384,1,100,1,stochastic,3_sat_14_variables_4.55_density_example_1,11000101111100,5.166666666666667,6,0,['11000101111100'],8,['11000101111100'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.55_density_example_1
Adiabatic + circuit search,"[[2, -10, 13], [3, 11, 14], [-8, 12, 13], [1, 5, 14], [-2, -9, 10], [-4, 5, 14], [1, -2, -10], [-2, -7, 14], [-4, 9, -13], [-5, 6, 12], [-11, -12, 14], [1, -2, 9], [3, 7, -11], [-2, -11, -14], [5, -6, 9], [-3, 5, 11], [6, -11, 14], [-2, -10, -12], [-8, -10, -11], [8, 9, -13], [4, -9, -10], [1, -3, -13], [3, -9, 11], [-2, -8, -14], [-1, 2, -6], [-4, 9, 10], [1, -3, 4], [-1, 2, 5], [-1, -9, 11], [5, -8, -11], [-2, 11, 13], [5, 8, 11], [-6, 9, 10], [-3, 4, -7], [-6, -7, 12], [6, -7, 8], [5, -10, 13], [-2, 3, -10], [2, 7, 10], [1, 5, 13], [7, 8, 9], [1, -3, 12], [1, -12, 13], [3, 10, -13], [-1, 2, -9], [-5, -10, 14], [-7, -10, 11], [2, 6, -9], [6, -7, -12], [-4, 9, 11], [9, 13, -14], [-2, -8, -13], [-4, 5, 6], [4, 5, -14], [-1, -7, 14], [2, 8, -9], [1, 3, 10], [5, -8, -10], [1, 3, -14], [-6, -12, 13], [-1, -9, 13], [-3, -5, 11], [-1, -3, -13]]",14,63,0,47566.03,95,"[{1: True, -1: False, 2: False, -2: True, 3: False, -3: True, 4: False, -4: True, 5: True, -5: False, 6: False, -6: True, 7: False, -7: True, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False, 11: False, -11: True, 12: True, -12: False, 13: True, -13: False, 14: True, -14: False}]",95,14913,9,37,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_10_11, y_11_14, y_1_13, y_1_14, y_1_2, y_1_3, y_2_10, y_2_13, y_2_14, y_3_10, y_3_11, y_3_4, y_5_10, y_5_14, y_5_6, y_5_8, y_6_12, y_6_7, y_6_9, y_8_12, y_8_9, y_9_11, y_9_13]",4.911764705882353,1.8968498136874925,4.0,14913,10110111111100,16384,1,100,0,stochastic,3_sat_14_variables_4.55_density_example_2,10110111111100,4.911764705882353,5,9,['11101010010001'],7,['11101010010001'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.55_density_example_2
Adiabatic + circuit search,"[[2, -4, 7], [2, 8, 11], [-4, -12, -14], [-3, -6, -10], [-2, -7, 13], [4, 6, 10], [6, -8, -14], [1, 11, -13], [-1, -4, 12], [-2, -9, 10], [-4, -6, -10], [-1, -2, -14], [2, -4, 8], [-3, 9, -10], [-4, 11, 12], [-1, -4, 9], [-4, -5, -7], [8, -9, 10], [-4, -7, 12], [-6, 8, 13], [-1, 2, 10], [-5, 12, 14], [-1, -2, 12], [9, 11, -12], [6, -7, 12], [2, -4, 5], [-2, -8, -12], [3, -11, -12], [-7, 9, -14], [-2, 6, -13], [2, 6, -14], [-2, -9, -10], [3, -7, 11], [1, 6, -14], [2, 11, 12], [-6, 9, 11], [1, -3, 4], [-2, -4, -10], [-2, 7, -11], [1, -4, -13], [-4, 11, 13], [4, 6, 12], [-3, 5, 10], [-3, 6, 8], [5, -8, 10], [-2, -8, 14], [1, 3, -5], [3, 6, 8], [-6, -10, -14], [4, 12, -13], [4, 5, -13], [1, 9, 13], [9, 10, 14], [-2, 5, -9], [1, -7, 14], [1, 10, -12], [-1, 7, -8], [-8, -9, -10], [1, -3, 5], [3, -8, -13], [9, 12, -13], [-5, 6, 7], [7, -12, -13]]",14,63,0,51532.07,63,"[{1: True, -1: False, 2: False, -2: True, 3: False, -3: True, 4: False, -4: True, 5: False, -5: True, 6: True, -6: False, 7: True, -7: False, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False, 11: True, -11: False, 12: False, -12: True, 13: False, -13: True, 14: False, -14: True}]",63,6476,6,41,"[x_1, x_10, x_11, x_12, x_13, x_14, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_11_12, y_12_13, y_12_14, y_1_12, y_1_13, y_1_14, y_1_2, y_1_3, y_1_4, y_1_7, y_2_4, y_2_5, y_2_6, y_2_7, y_2_8, y_3_10, y_3_7, y_4_12, y_4_13, y_5_7, y_5_8, y_6_14, y_7_12, y_7_9, y_8_13, y_9_10, y_9_11]",3.4482758620689653,1.1522092721795603,4.0,6476,00111101010101,16384,1,100,0,stochastic,3_sat_14_variables_4.55_density_example_3,00111101010101,3.4482758620689653,4,6,['00011011100001'],6,['00011011100001'],Circuit_Adiabatic_stochastic_3_sat_14_variables_4.55_density_example_3
